"This leaderboard is the average results of 40 runs done between 1,433 competitors. (After many handshake, kingmaker, minion, and random.seed manipulators had been removed.)",,,,,,,,,,,,,,
"More improvements: For these runs, the order in which the 1v1s were conducted was also randomized, just in case there were any lingering effects between game-to-game (there shouldn't be, but I just wanted to be safe)",,,,,,,,,,,,,,
THIS LEADERBOARD IS NOT FINALIZED!,,,,,,,,,,,,,,
ID,Rank,Author,Strategy name,Passed sanity check? (no crash),Trial count,Average of (SCORE*100),95% margin of error of (SCORE*100),Stdev of (SCORE*100),% turns cooperated (equal weight to each game regardless of game length),% coop rate stdev across diff opponents,Days after announcement submitted,Non-empty lines of code,"Runtime against 9 defaults (in ms) (~2,250 runs)",A/B branch
userStrats.s1429,#192,Eiri,titForTatRand.py,TRUE,40,283.617,±0.090,54.549,85.467,32.17,6.9916,18,95.505,1
userStrats.s285,#193,Zasserr,binaryStrat.py,TRUE,40,283.609,±0.133,42.615,91.967,19.457,0.84575,43,106.376,2
userStrats.s178,#194,dengasan,biggusBrainus.py,TRUE,40,283.548,±0.115,43.994,86.344,22.483,0.4814,28,92.21,3
userStrats.s1609,#195,Edward,EdwardHaas.py,TRUE,40,283.535,±0.128,60.698,84.748,32.419,9.01164,222,544.914,0
userStrats.s1415,#196,Nerogante,fakePriest.py,TRUE,40,283.527,±0.089,42.737,86.244,22.776,6.98262,26,92.301,3
userStrats.s1491,#197,katom,DinorKatom_v1.py,TRUE,40,283.513,±0.081,57.532,85.114,32.785,7.018,70,478.451,0
userStrats.s1418,#198,Xapakas,diplomat.py,TRUE,40,283.481,±0.109,59.542,86.355,31.725,6.98372,77,96.589,1
userStrats.s1433,#199,Keelan,ZDGTFTprober.py,TRUE,40,283.48,±0.076,47.575,91.493,20.899,6.99407,17,122.559,3
userStrats.s929,#200,"pyko (realised that google forms appended my name to the file...prefer that to stay private please, thanks!)",guarded-tft.py,TRUE,40,283.477,±0.094,54.035,85.926,32.019,5.78241,50,165.717,0
userStrats.s572,#201,Strichcoder,titForTat_upgrade_against_random.py,TRUE,40,283.395,±0.082,45.341,88.553,26.98,2.83912,27,232.526,0
userStrats.s363,#202,David Bieber,dbieber001.py,TRUE,40,283.391,±0.066,41.45,89.638,22.8,1.22119,31,91.759,1
userStrats.s190,#203,BMDragon,PossiblyCleverTFT.py,TRUE,40,283.366,±0.082,44.085,91.39,21.968,0.51603,17,113.528,2
userStrats.s1371,#204,nullwyrm,nullwyrm_threestrikes.py,TRUE,40,283.365,±0.084,58.849,84.378,33.433,6.9399,67,104.301,1
userStrats.s961,#205,Paul,TFTactics.py,TRUE,40,283.345,±0.079,60.484,84.932,33.965,5.86499,38,102.524,1
userStrats.s1466,#206,PrisonBreaker,try_to_be_smart.py,TRUE,40,283.291,±0.116,48.215,88.518,27.14,7.00988,114,123.899,2
userStrats.s730,#207,Kwipp,smartTitForTat.py,TRUE,40,283.289,±0.100,60.296,90.261,26.172,4.33826,56,157.903,3
userStrats.s1422,#208,Dreamer,vengefulNegotiater.py,TRUE,40,283.271,±0.142,57.761,84.813,33.284,6.98682,44,105.756,1
userStrats.s1081,#209,Kyu,MultiAgentGrimTit6.py,TRUE,40,283.264,±0.118,43.306,92.09,19.116,6.21124,25,104.792,0
userStrats.s993,#210,Basis_Orthonormal,ZDGTFT-2modifyskintedenegpg.py,TRUE,40,283.259,±0.101,42.913,91.698,20.643,5.94213,24,106.749,3
userStrats.s409,#211,Richard,prefer_to_trust.py,TRUE,40,283.25,±0.087,58.672,84.757,33.668,1.67465,14,118.09,3
userStrats.s1596,#212,"Maildropfolder (This is my second response because I messed up a < on my first submission and I'm sorry this is technically late but I was out of town until 8 hours ago so hey, fingers crossed. Thanks!)",statsWhale.py,TRUE,40,283.246,±0.076,46.47,89.259,26.351,8.04538,75,91.156,0
userStrats.s1119,#213,connor,otft.py,TRUE,40,283.232,±0.100,60.671,84.864,34.023,6.35228,41,89.441,2
userStrats.s1339,#214,Kenny,kh2.py,TRUE,40,283.187,±0.078,63.438,83.665,35.014,6.91012,65,101.367,0
userStrats.s495,#215,Jyong,ZDGTFT-Jyong.py,TRUE,40,283.154,±0.140,43.892,92.172,18.683,2.15368,17,89.847,3
userStrats.s124,#216,PersonMon,TitForTatForgive.py,TRUE,40,283.145,±0.125,43.444,92.085,19.085,0.23117,10,92.887,2
userStrats.s1299,#217,Italo Nicola,mineX.py,TRUE,40,283.061,±0.096,63.919,89.755,23.543,6.84878,37,204.041,3
userStrats.s979,#218,Spu7Nix (pronounced sputnix),mindreader.py,TRUE,40,283.047,±0.067,43.642,88.032,26.354,5.90769,41,154.888,3
userStrats.s354,#219,Canatron,unpredictable ftft.py,TRUE,40,283.043,±0.133,43.622,92.156,18.902,1.13412,8,88.093,3
userStrats.s1358,#220,kjh,kjhDetectRandom2.py,TRUE,40,283.024,±0.087,49.646,87.597,28.702,6.9325,45,130.89,1
userStrats.s1157,#221,Nicola,detectiveTitForTat.py,TRUE,40,283.002,±0.085,54.203,83.552,29.211,6.48391,52,104.146,0
userStrats.s966,#222,Leorias,Kingslayer.py,TRUE,40,282.929,±0.097,65.41,83.602,33.097,5.87594,273,157.814,3
userStrats.s396,#223,Anivial,anivial_strategy.py,TRUE,40,282.927,±0.083,56.534,84.509,33.165,1.51126,22,99.783,3
userStrats.s72,#224,Emilbee,emilStrat_2.py,TRUE,40,282.873,±0.072,43.857,92.236,18.558,0.14315,20,87.844,0
userStrats.s1281,#225,The Smiling General,NPRNNTT-HL.py,TRUE,40,282.867,±0.059,43.131,92.015,20.873,6.82992,54,193.806,2
userStrats.s803,#226,TheMusZero,bestFriend.py,TRUE,40,282.86,±0.093,46.38,88.616,27.372,4.94293,68,1018.016,1
userStrats.s810,#227,Captain Storm,guiltyTitForTat.py,TRUE,40,282.85,±0.072,43.023,91.017,22.18,4.99091,49,169.302,1
userStrats.s953,#228,CathGorm,DRIFT_20.py,TRUE,40,282.817,±0.092,51.852,87.998,27.908,5.84499,28,182.875,1
userStrats.s1480,#229,André (good enough :) ),psychologist.py,TRUE,40,282.809,±0.087,50.305,87.058,28.791,7.01495,29,106.919,3
userStrats.s550,#230,loopytop,loopytop.py,TRUE,40,282.804,±0.058,43.409,91.859,20.874,2.72535,45,101.578,3
userStrats.s847,#231,BobbyMcBoy,BobbyMcBoy_titForTat.py,TRUE,40,282.781,±0.106,44.576,92.728,17.695,5.24669,10,95.48,0
userStrats.s926,#232,AJ,newStrat.py,TRUE,40,282.776,±0.136,44.245,92.175,18.842,5.7674,6,94.423,2
userStrats.s1108,#233,caddr,cad_minimax.py,TRUE,40,282.738,±0.103,73.095,81.127,31.781,6.31181,112,388.185,3
userStrats.s615,#234,Unsightedmetal6,titForTat.py,TRUE,40,282.656,±0.133,44.371,92.146,18.861,3.30189,10,90.249,1
userStrats.s1082,#235,Plazma or PlazmaDolphin,stratDetector.py,TRUE,40,282.634,±0.136,59.34,85.901,32.545,6.21174,59,103.686,3
userStrats.s1072,#236,LegitSi,idontknowwhatimdoingbutitsfun.py,TRUE,40,282.623,±0.089,41.526,88.829,22.491,6.18284,247,93.961,1
userStrats.s1176,#237,Seb,COOPERATE.py,TRUE,40,282.566,±0.058,43.617,91.436,20.661,6.55204,22,101.96,3
userStrats.s1320,#238,AhBoi,cautiousPlayer.py,TRUE,40,282.521,±0.101,52.195,93.992,15.374,6.8802,31,103.162,0
userStrats.s1572,#239,Siegfried,Simplebutsweet.py,TRUE,40,282.494,±0.127,44.759,92.182,18.753,7.82865,9,89.362,1
userStrats.s1112,#240,FALSE,IAO.py,TRUE,40,282.486,±0.077,52.714,86.381,27.125,6.33617,76,92.389,1
userStrats.s1449,#241,Periapsis,Periapsis.py,TRUE,40,282.475,±0.075,46.837,90.79,23.507,7.00157,103,115.97,2
userStrats.s1297,#242,Emma,tftPlus.py,TRUE,40,282.404,±0.068,45.975,89.727,25.238,6.84431,107,169.36,2
userStrats.s445,#243,Aaron Neu,SlightAdvantage-AaronNeu.py,TRUE,40,282.402,±0.108,44.738,87.682,22.76,1.85479,29,101.104,1
userStrats.s14,#244,arnaudsm,CleverHans.py,TRUE,40,282.385,±0.146,44.939,92.249,18.575,0.02189,6,87.368,1
userStrats.s968,#245,CrispyBun,POTTwShield.py,TRUE,40,282.368,±0.069,45.425,92.473,18.935,5.87942,33,100.274,1
userStrats.s225,#246,slapusillydawg,zdgtft2.py,TRUE,40,282.355,±0.134,45.564,92.37,18.082,0.64333,14,105.212,2
userStrats.s332,#247,Goldy,titForTat_forgive.py,TRUE,40,282.317,±0.116,45.057,92.298,18.462,1.01008,7,104.485,2
userStrats.s995,#248,G_glop,opusNotMagnum.py,TRUE,40,282.306,±0.069,46.735,92.841,16.91,5.94846,30,151.391,0
userStrats.s819,#249,bowlerman,zdgtft-2.py,TRUE,40,282.303,±0.144,45.614,92.342,18.115,5.03706,12,96.576,0
userStrats.s849,#250,TheFrozenFire,TitForTatAntiLooper.py,TRUE,40,282.297,±0.054,44.343,92.419,19.564,5.26451,18,92.968,0
userStrats.s579,#251,Howard,winner.py,TRUE,40,282.279,±0.076,47.271,88.16,27.858,2.88313,15,131.591,0
userStrats.s1456,#252,HyperSphere,omegga.py,TRUE,40,282.249,±0.071,55.314,86.949,30.36,7.00638,35,95.936,2
userStrats.s1445,#253,tugton,anti_detective.py,TRUE,40,282.248,±0.082,56.887,88.218,23.648,7.00041,116,92.259,3
userStrats.s425,#254,Baos,TfT_but_better_maybe.py,TRUE,40,282.236,±0.096,50.593,93.063,17.787,1.75307,65,138.022,0
userStrats.s107,#255,crustyselenium,everyFifthSmart.py,TRUE,40,282.23,±0.067,45.618,92.857,17.492,0.19453,8,86.191,0
userStrats.s1605,#256,"Tisajokt / just ""Tisa""",lambda.py,TRUE,40,282.23,±0.093,60.878,85.606,32.363,8.78951,206,125.986,0
userStrats.s117,#257,raytonlin1,raytonlin1.py,TRUE,40,282.197,±0.072,45.386,91.517,22.32,0.20788,26,87.245,2
userStrats.s813,#258,poof,onebutnomore.py,TRUE,40,282.16,±0.053,43.039,88.988,24.157,5.00007,8,93.157,1
userStrats.s232,#259,Emirhan D,MyBetterTFT.py,TRUE,40,282.151,±0.158,44.986,92.208,18.715,0.66109,16,87.426,0
userStrats.s1475,#260,duck,kindDuck.py,TRUE,40,282.138,±0.117,59.05,84.248,31.573,7.01337,74,331.683,3
userStrats.s684,#261,Cukee8 (pronounced koo-kee eight),lastDayOnTheForce.py,TRUE,40,282.089,±0.148,57.546,83.592,27.943,3.92451,104,126.629,1
userStrats.s485,#262,cpwg01,titForThat.py,TRUE,40,282.086,±0.075,43.116,88.951,24.19,2.05773,10,85.236,3
userStrats.s111,#263,ecpi (eck-pee),forgiveandforget.py,TRUE,40,282.07,±0.065,44.44,90.832,21.211,0.19771,22,91.578,3
userStrats.s1400,#264,Brian Liu,lenientTitForTat.py,TRUE,40,282.065,±0.059,43.219,88.943,24.236,6.97358,15,98.403,3
userStrats.s998,#265,PseudoRubio,Jungle.py,TRUE,40,281.994,±0.064,44.049,90.638,22.572,5.9558,25,295.902,0
userStrats.s1395,#266,Jules,sneaky.py,TRUE,40,281.978,±0.072,43.806,90.957,21.893,6.9689,29,92.669,2
userStrats.s1583,#267,Hogne,omega_killer.py,TRUE,40,281.956,±0.114,53.628,86.588,29.299,7.9253,81,95.229,3
userStrats.s1366,#268,helphelp11,gauntletsAreCool.py,TRUE,40,281.954,±0.069,44.547,92.202,20.091,6.93736,44,135.027,3
userStrats.s1094,#269,JT,TitForTatLastChanceGrim.py,TRUE,40,281.917,±0.074,52.267,86.973,30.836,6.25875,24,127.084,3
userStrats.s1610,#270,nepko,presto.py,TRUE,40,281.896,±0.090,64.993,83.029,34.8,9.013,73,110.861,3
userStrats.s987,#271,Dylan,WasteOfTime.py,TRUE,40,281.854,±0.101,62.498,84.164,34.801,5.93123,36,94.538,1
userStrats.s676,#272,omegaEvolved,omegaEvolved.py,TRUE,40,281.838,±0.085,58.673,85.634,32.68,3.90468,52,100.873,1
userStrats.s776,#273,Human,Hybrid.py,TRUE,40,281.822,±0.118,53.688,87.064,28.802,4.79969,44,105.95,3
userStrats.s1086,#274,Sammysignal,revengeIsSweet.py,TRUE,40,281.796,±0.081,44.959,85.996,25.942,6.23412,40,99.685,3
userStrats.s864,#275,atrophy,zoe.py,TRUE,40,281.792,±0.151,46.028,92.382,18.155,5.37862,7,93.406,0
userStrats.s1588,#276,ETS1331 (or ETS),figurealgorithmnice.py,TRUE,40,281.777,±0.113,63.838,84.675,32.859,8.01005,38,193.19,2
userStrats.s1031,#277,Maximo,omegaTitForTat.py,TRUE,40,281.761,±0.094,62.359,84.164,34.808,6.05935,84,97.229,0
userStrats.s1402,#278,David,grim_tat.py,TRUE,40,281.723,±0.086,57.594,83.546,33.635,6.97498,29,96.206,0
userStrats.s274,#279,Fox,foolDetector.py,TRUE,40,281.706,±0.067,47.45,88.5,26.75,0.79816,14,100.233,2
userStrats.s749,#280,Noah,bestAgent.py,TRUE,40,281.694,±0.177,46.4,92.242,18.554,4.62282,22,89.242,3
userStrats.s357,#281,Tripp Lyons,tripplyons.py,TRUE,40,281.694,±0.160,46.236,92.35,18.225,1.1587,18,98.064,3
userStrats.s989,#282,ellipticalcurves,titforlasttat.py,TRUE,40,281.674,±0.150,43.241,86.425,23.461,5.93443,23,96.611,1
userStrats.s504,#283,TheBayesian,Omega_TFT.py,TRUE,40,281.649,±0.075,63.205,83.832,35.123,2.2331,59,104.254,3
userStrats.s1332,#284,Ethan,OTFT.py,TRUE,40,281.637,±0.088,63.224,83.823,35.129,6.89197,39,113.874,1
userStrats.s909,#285,Frosty_Fire,tft_with_random_detection.py,TRUE,40,281.627,±0.146,47.626,88.072,26.485,5.70919,16,104.134,3
userStrats.s1495,#286,Alb11747,OmegaTFT.py,TRUE,40,281.627,±0.089,63.212,83.808,35.139,7.01925,53,111.609,1
userStrats.s1240,#287,colonelwatch,enforcer.py,TRUE,40,281.614,±0.055,42.489,91.463,21.237,6.753,39,101.648,3
userStrats.s1019,#288,Coin,otft.py,TRUE,40,281.588,±0.090,61.913,84.376,34.595,5.99925,49,94.48,1
userStrats.s1270,#289,Devon,NameError.py,TRUE,40,281.574,±0.168,45.308,83.125,21.846,6.81079,67,104.342,0
userStrats.s1103,#290,brian,igotbored.py,TRUE,40,281.56,±0.054,50.137,87.732,26.982,6.29176,50,543.099,1
userStrats.s706,#291,Athar,TitForThatWithNaiveDeadlockBreakByAthar.py,TRUE,40,281.55,±0.070,45.924,91.739,21.147,4.08987,10,93.05,2
userStrats.s160,#292,Removed Submission,niceDetective.py,TRUE,40,281.527,±0.058,45.92,91.732,21.141,0.40247,18,91.555,-1
userStrats.s695,#293,luigisopa,search_destroy2.py,TRUE,40,281.482,±0.114,65.38,82.811,35.986,3.97534,43,106.021,3
userStrats.s1604,#294,aaaa-trsh,trshbag90.py,TRUE,40,281.456,±0.126,66.625,82.727,35.471,8.67846,77,189.405,3
userStrats.s605,#295,nickbrick,expectedDefector.py,TRUE,40,281.438,±0.145,43.284,86.176,23.584,3.11343,11,95.277,3
userStrats.s1478,#296,chrysp,waitAndCounterImproved.py,TRUE,40,281.385,±0.069,53.598,83.099,29.289,7.01457,41,96.836,1
userStrats.s737,#297,PyBlend,wildcard.py,TRUE,40,281.372,±0.173,45.351,91.249,19.492,4.44885,9,93.494,1
userStrats.s382,#298,Massimog,pdStrat.py,TRUE,40,281.326,±0.150,43.355,85.984,23.556,1.34991,11,93.893,3
userStrats.s305,#299,Peeter,zdfg.py,TRUE,40,281.313,±0.111,59.81,83.247,34.401,0.89546,23,100.692,0
userStrats.s1174,#300,nimalu,fastGuy.py,TRUE,40,281.299,±0.158,46.437,89.242,24.611,6.55094,120,284.016,3
userStrats.s970,#301,Suso,SUSO.py,TRUE,40,281.295,±0.081,60.232,85.078,32.723,5.88501,44,101.159,0
userStrats.s766,#302,ezfreez,tftSimpletonCombo.py,TRUE,40,281.275,±0.106,72.646,73.27,30.769,4.74413,36,160.244,0
userStrats.s721,#303,Cfozzi,KOStheT.py,TRUE,40,281.271,±0.134,43.417,85.895,23.557,4.2098,17,97.778,2
userStrats.s896,#304,Filip,My_Final_Strategy.py,TRUE,40,281.261,±0.160,43.303,85.942,23.524,5.65436,10,91.579,2
userStrats.s811,#305,Luiz Zaima,random_FTFT.py,TRUE,40,281.172,±0.126,46.255,90.383,21.03,4.99123,15,92.205,3
userStrats.s32,#306,Maxime,m_dolr..py,TRUE,40,281.143,±0.084,50.768,87.172,30.149,0.06328,34,108.153,3
userStrats.s1288,#307,Daniel Costa,fairyCharm.py,TRUE,40,281.142,±0.080,48.729,88.021,26.895,6.83397,65,109.668,0
userStrats.s502,#308,BaronOfClubs,GraciousTrust.py,TRUE,40,281.103,±0.080,48.049,92.923,18.687,2.22602,67,91.596,3
userStrats.s733,#309,Augustvc,niceGuyFinishFirst.py,TRUE,40,280.997,±0.106,47.345,91.257,22.93,4.4386,27,96.044,3
userStrats.s1054,#310,Sentexi,Avg7extended.py,TRUE,40,280.965,±0.070,46.351,89.395,25.245,6.12104,26,98.088,1
userStrats.s1303,#311,Tesseract,tess_OTFT.py,TRUE,40,280.959,±0.059,60.38,85.002,33.688,6.85979,35,110.039,2
userStrats.s307,#312,mushroom123,tft_random11_kill_random.py,TRUE,40,280.934,±0.177,62.325,82.506,33.693,0.90541,19,109.441,1
userStrats.s1492,#313,dinor,DinorKatom_v2.py,TRUE,40,280.812,±0.062,63.81,82.738,35.762,7.01807,70,490.869,0
userStrats.s1612,#314,NuppeNoo,NuppeNoo.py,TRUE,40,280.812,±0.088,63.492,83.872,34.907,9.01671,118,111.068,3
userStrats.s914,#315,Tom XTRTN,gentlequeen.py,TRUE,40,280.805,±0.056,44.576,89.222,23.749,5.73341,24,95.006,2
userStrats.s582,#316,Slav,titForTat69420UniqueNamehqa.py,TRUE,40,280.745,±0.088,41.931,87.157,22.953,2.91589,8,93.771,3
userStrats.s421,#317,Corona,Birdy.py,TRUE,40,280.712,±0.058,46.57,92.562,18.375,1.72602,37,98.635,1
userStrats.s555,#318,Buddyboy105,blackjackPlayer.py,TRUE,40,280.671,±0.123,46.368,88.822,24.908,2.76171,196,190.881,0
userStrats.s438,#319,cstallar,fallingBack.py,TRUE,40,280.665,±0.078,46.001,91.287,22.518,1.82684,24,88.285,1
userStrats.s844,#320,Gibby,wGibby.py,TRUE,40,280.646,±0.099,55.005,87.794,29.526,5.21144,12,99.533,0
userStrats.s642,#321,ramgos,historian.py,TRUE,40,280.623,±0.073,45.384,89.287,24.857,3.6449,41,1924.262,2
userStrats.s1338,#322,square2xD,square_15.py,TRUE,40,280.564,±0.083,51.747,86.851,29.743,6.90762,30,102.68,3
userStrats.s1337,#323,square,square_15rd25w.py,TRUE,40,280.548,±0.095,61.839,83.287,35.027,6.90541,41,114.521,3
userStrats.s1298,#324,Dalton Worsnup,alan.py,TRUE,40,280.538,±0.071,61.908,85.615,31.116,6.84692,57,104.081,2
userStrats.s130,#325,Levi Kline,apologies.py,TRUE,40,280.534,±0.138,50.341,92.673,16.792,0.25302,24,91.475,3
userStrats.s789,#326,Alfie,alfieAlgorithm.py,TRUE,40,280.445,±0.104,56.707,80.839,32.46,4.8798,17,93.585,3
userStrats.s65,#327,Reis,shiftingMindset.py,TRUE,40,280.436,±0.118,49.987,87.372,28.754,0.12552,13,88.911,2
userStrats.s601,#328,Tropfi,DefensiveBoT_13428.py,TRUE,40,280.424,±0.083,63.55,84.062,33.787,3.05392,26,92.609,1
userStrats.s1555,#329,Maze38,onevone.py,TRUE,40,280.363,±0.097,57.414,85.42,30.305,7.42773,38,95.476,0
userStrats.s1074,#330,Brian Butchart,TIMBERWOLF.py,TRUE,40,280.349,±0.101,64.415,82.813,35.086,6.18936,73,107.353,0
userStrats.s720,#331,benchislett,smartypants.py,TRUE,40,280.347,±0.095,49.835,86.439,29.468,4.20441,57,487.835,1
userStrats.s943,#332,Begu Pig,AngryPriestVarient.py,TRUE,40,280.345,±0.123,66.982,89.442,28.213,5.82005,73,121.975,2
userStrats.s1083,#333,Jawbone,jawbone.py,TRUE,40,280.344,±0.107,42.547,86.413,23.136,6.21541,17,94.036,3
userStrats.s1416,#334,Kawi,kawi_model.py,TRUE,40,280.332,±0.087,55.961,84.945,33.274,6.98294,26,110.38,1
userStrats.s897,#335,pm390,lateBetrayer.py,TRUE,40,280.3,±0.114,52.38,78.434,23.345,5.6576,78,99.323,1
userStrats.s467,#336,krzys_h,randomHaterTFT_MoreForgiving_Final_MoreFinal_FinalVersion_ReallyLastOneNow.py,TRUE,40,280.299,±0.067,60.815,85.536,32.679,1.97302,40,97.625,2
userStrats.s1076,#337,yoyoyonono,aacombined.py,TRUE,40,280.294,±0.077,49.937,87.31,28.903,6.19486,95,150.255,1
userStrats.s899,#338,Shonspenter and Polymero,smartest_boi.py,TRUE,40,280.288,±0.075,57.526,85.589,31.559,5.66635,59,114.888,0
userStrats.s105,#339,John Tapsell,johnflux_lowrisk_lowerreward.py,TRUE,40,280.272,±0.169,48.86,92.575,17.474,0.19015,19,86.132,1
userStrats.s1593,#340,LydianLights,lydianlights-correlation-detective.py,TRUE,40,280.198,±0.098,62.322,83.423,34.538,8.03081,93,131.04,2
userStrats.s1153,#341,Jeb,WOPR.py,TRUE,40,280.173,±0.068,56.926,86.728,28.97,6.47855,61,96.189,0
userStrats.s108,#342,LasagnaCake,lipsum.py,TRUE,40,280.167,±0.081,47.715,87.741,26.04,0.19603,41,90.578,2
userStrats.s1111,#343,Flatan,strat.py,TRUE,40,280.141,±0.073,56.394,87.145,28.042,6.33462,22,97.816,2
userStrats.s1195,#344,Samunstein,moralButUltimatelyUnforgivingTitForTat.py,TRUE,40,280.124,±0.079,64.602,82.429,36.074,6.63963,23,100.659,3
userStrats.s1007,#345,JetStream,titForTatMOD.py,TRUE,40,280.121,±0.133,42.382,86.783,23.084,5.97152,31,98.178,0
userStrats.s854,#346,BuffFlygon2,glhf.py,TRUE,40,280.107,±0.113,68.115,80.784,35.307,5.30343,33,253.636,3
userStrats.s626,#347,Linus,gradual..py,TRUE,40,280.107,±0.065,56.463,87.13,28.058,3.53332,15,98.271,3
userStrats.s1095,#348,Bob,blahIguess.py,TRUE,40,280.1,±0.089,50.564,87.241,28.899,6.26663,17,106.372,3
userStrats.s1064,#349,Willie,stolenStrategy3000.py,TRUE,40,280.083,±0.062,56.447,87.128,28.05,6.16819,42,101.516,1
userStrats.s931,#350,RedRem,the_super_adaptiv_reaktiv_strategy_of_reakting.py,TRUE,40,280.069,±0.094,56.492,87.115,28.082,5.79698,20,96.117,1
userStrats.s1203,#351,Pascal,penguin.py,TRUE,40,280.051,±0.079,65.761,82.167,35.852,6.65917,22,103.554,1
userStrats.s640,#352,Blacknole,Blacknole.py,TRUE,40,280.028,±0.054,45.906,91.444,21.062,3.6325,33,285.744,3
userStrats.s677,#353,Yash Patel,gradual-yash.py,TRUE,40,280.023,±0.069,56.579,87.092,28.106,3.90508,16,94.36,2
userStrats.s454,#354,Nick,40limitApologizing.py,TRUE,40,279.955,±0.068,55.908,86.001,30.111,1.88838,25,87.594,2
userStrats.s350,#355,gignaWedi,EMA.py,TRUE,40,279.906,±0.070,46.907,88.45,26.01,1.1228,12,114.553,2
userStrats.s1390,#356,ACCELOTRON,paranoiac.py,TRUE,40,279.856,±0.092,64.11,83.812,35.204,6.96007,51,96.217,2
userStrats.s1282,#357,Hankathan,semiforgivingtft.py,TRUE,40,279.826,±0.061,46.167,89.516,23.352,6.83008,17,97.378,2
userStrats.s221,#358,Liol,Liol's Gradual.py,TRUE,40,279.819,±0.087,57.364,85.839,30.416,0.62345,34,95.532,1
userStrats.s639,#359,Shade,strategySwitcher.py,TRUE,40,279.814,±0.067,53.809,92.655,16.43,3.60596,31,89.493,1
userStrats.s491,#360,WYE,fibForFab.py,TRUE,40,279.784,±0.069,47.757,88.516,26.279,2.08859,27,299.305,0
userStrats.s542,#361,Sum1,titForTatSavage.py,TRUE,40,279.779,±0.136,44.251,83.889,23.543,2.6244,7,97.446,0
userStrats.s367,#362,William,superTitForTat.py,TRUE,40,279.765,±0.102,58.671,79.116,29.499,1.24238,75,87.554,2
userStrats.s373,#363,sammy56lt,myStrategy.py,TRUE,40,279.726,±0.197,49.019,88.896,23.767,1.2878,22,101.73,1
userStrats.s912,#364,G-99,HybridTFT.py,TRUE,40,279.675,±0.053,47.459,93.075,18.335,5.71867,15,99.364,0
userStrats.s393,#365,Benw8888 (pronounced ben-wait-eight-eight-eight),complexForgiving.py,TRUE,40,279.664,±0.096,63.995,83.61,34.508,1.48435,63,98.716,2
userStrats.s568,#366,Thyastyria,thyastyria_strat.py,TRUE,40,279.653,±0.187,46.069,89.25,21.396,2.82363,20,93.596,1
userStrats.s620,#367,row666,row666.py,TRUE,40,279.615,±0.078,59.001,84.556,32.858,3.44563,20,168.562,1
userStrats.s244,#368,Convects,atft.py,TRUE,40,279.614,±0.106,53.225,86.548,30.597,0.69995,19,91.724,0
userStrats.s1063,#369,Jonny,gradualStrat.py,TRUE,40,279.587,±0.071,59.028,84.543,32.877,6.15694,45,100.158,2
userStrats.s855,#370,Wenyunity,WenyunityTitForTat.py,TRUE,40,279.585,±0.162,56.1,84.701,31.786,5.31405,81,125.492,0
userStrats.s1414,#371,Spagoot,shameless_steal.py,TRUE,40,279.547,±0.071,64.207,83.54,35.369,6.98156,35,99.78,0
userStrats.s1328,#372,Leafy0519 on discord and Leafy Leaf on YT,!omegaplusplus.py,TRUE,40,279.521,±0.095,64.131,83.561,35.349,6.89051,61,149.555,0
userStrats.s1259,#373,nev,1.py,TRUE,40,279.502,±0.072,64.088,83.546,35.356,6.78942,37,96.594,0
userStrats.s1189,#374,Tiago,tiago-adaptive.py,TRUE,40,279.491,±0.118,64.823,84.326,33.482,6.62506,89,112.015,0
userStrats.s963,#375,daanolav,pleaseJustCooperate.py,TRUE,40,279.475,±0.176,51.177,91.88,19.934,5.87263,114,116.535,2
userStrats.s368,#376,Couch Astronaut,detectiveLaplace.py,TRUE,40,279.459,±0.081,51.608,86.618,29.727,1.24706,15,94.959,2
userStrats.s1476,#377,Colin Page,gammaSniff_CP+DK.py,TRUE,40,279.447,±0.085,64.277,83.432,35.51,7.01368,79,111.843,3
userStrats.s460,#378,Jan,beefjerky.py,TRUE,40,279.431,±0.094,53.287,89.764,25.754,1.92105,31,92.405,0
userStrats.s479,#379,Scrublord,Sleevesic.py,TRUE,40,279.401,±0.085,69.232,81.74,33.849,2.02266,42,135.708,2
userStrats.s1279,#380,Bram,Bram_1.py,TRUE,40,279.399,±0.173,55.305,87.733,23.822,6.8262,38,433.292,3
userStrats.s345,#381,Maulwurf11,tft_grudge4_redemption2.py,TRUE,40,279.319,±0.085,54.7,84.702,32.365,1.08462,36,114.083,1
userStrats.s1486,#382,benpm,slickPredict.py,TRUE,40,279.313,±0.094,55.912,85.739,31.265,7.01662,41,1228.976,1
userStrats.s91,#383,Cheeseman,Cheeseman'sStrat.py,TRUE,40,279.301,±0.159,44.451,83.289,23.502,0.1712,9,85.645,1
userStrats.s420,#384,cwhy,herdSelection.py,TRUE,40,279.297,±0.093,54.051,87.523,27.355,1.71802,33,110.311,1
userStrats.s687,#385,eichhoernchen,eichhoernchen.py,TRUE,40,279.256,±0.068,58.959,85.905,30.017,3.93927,41,96.573,0
